date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-13,000988,125.05,118.44,126.55,118.34,1602099,19453659273.5,6.43,-7.22,-9.21,15.94
2026-03-16,000988,118.49,116.96,119.54,112.63,1216256,14089397402.96,5.83,-1.25,-1.48,12.1
2026-03-17,000988,117.74,110.87,119.35,110.55,1131089,12941393275.13,7.52,-5.21,-6.09,11.25
2026-03-18,000988,114.09,114.53,115.95,111.49,984100,11207723914.8,4.02,3.3,3.66,9.79
2026-03-19,000988,112.99,119.74,122.26,112.99,1240602,14849466685.66,8.09,4.55,5.21,12.34
2026-03-20,000988,122.84,115.83,125.51,115.75,1466542,17808423997.56,8.15,-3.27,-3.91,14.59
2026-03-23,000988,111.05,113.09,117.83,111.05,955362,10955313747.67,5.85,-2.37,-2.74,9.51
2026-03-24,000988,113.29,111.75,114.9,105.3,1168697,12862573674.9,8.49,-1.18,-1.34,11.63
2026-03-25,000988,113.41,115.49,118.19,113.25,1034754,11968326898.46,4.42,3.35,3.74,10.3
2026-03-26,000988,105.92,105.1,109.38,104.35,1387121,14813860874.31,4.36,-9.0,-10.39,13.8
2026-03-27,000988,102.93,109.25,110.99,102.93,980082,10598647402.47,7.67,3.95,4.15,9.75
2026-03-30,000988,108.75,106.7,110.25,105.32,593604,6361153264.37,4.51,-2.33,-2.55,5.91
2026-03-31,000988,105.55,103.25,106.4,101.86,581704,6069808840.75,4.25,-3.23,-3.45,5.79
2026-04-01,000988,106.36,104.49,106.55,102.94,517064,5419923282.7,3.5,1.2,1.24,5.14
2026-04-02,000988,103.8,100.09,105.15,99.62,594418,6052846908.06,5.29,-4.21,-4.4,5.91
2026-04-03,000988,102.15,103.29,105.59,101.41,685146,7132630456.55,4.18,3.2,3.2,6.82
2026-04-07,000988,104.63,103.95,108.25,103.01,571042,6020707756.02,5.07,0.64,0.66,5.68
2026-04-08,000988,107.75,110.16,110.21,105.86,915632,9947471319.44,4.18,5.97,6.21,9.11
2026-04-09,000988,107.96,114.68,117.6,107.52,1112309,12664832660.44,9.15,4.1,4.52,11.07
2026-04-10,000988,116.75,115.67,117.43,113.65,1004298,11621090185.61,3.3,0.86,0.99,9.99
2026-04-13,000988,114.61,124.91,124.95,114.61,1117461,13451654271.53,8.94,7.99,9.24,11.12
2026-04-14,000988,119.75,120.38,124.09,117.75,1412244,17012737636.75,5.08,-3.63,-4.53,14.05
2026-04-15,000988,120.14,112.05,120.14,110.35,1347892,15472057249.82,8.13,-6.92,-8.33,13.41
2026-04-16,000988,109.65,112.07,113.55,107.6,802533,8907485303.04,5.31,0.02,0.02,7.99
2026-04-17,000988,112.75,116.43,117.33,112.54,954008,11075499100.91,4.27,3.89,4.36,9.49
2026-04-20,000988,114.93,114.73,117.95,113.45,927997,10751370615.15,3.86,-1.46,-1.7,9.23
2026-04-21,000988,112.75,116.03,116.83,112.31,696624,7999112331.56,3.94,1.13,1.3,6.93
2026-04-22,000988,115.23,120.7,121.08,114.98,1059522,12675264448.89,5.26,4.02,4.67,10.54
2026-04-23,000988,121.68,117.4,123.25,115.75,1006280,11974918343.14,6.21,-2.73,-3.3,10.01
2026-04-24,000988,114.75,115.07,117.1,112.78,693970,7975591681.2,3.68,-1.98,-2.33,6.91
2026-04-27,000988,115.85,118.54,121.0,115.75,901737,10739392372.34,4.56,3.02,3.47,8.97
2026-04-28,000988,118.25,115.34,119.0,114.13,655538,7635978964.34,4.11,-2.7,-3.2,6.52
2026-04-29,000988,114.14,118.79,120.25,114.14,832806,9870030169.1,5.3,2.99,3.45,8.29
2026-04-30,000988,118.86,119.28,120.72,114.75,920208,10868659755.35,5.03,0.41,0.49,9.16
2026-05-06,000988,122.76,124.94,129.19,121.41,1088860,13650478456.39,6.52,4.75,5.66,10.83
2026-05-07,000988,125.54,133.25,134.27,123.55,1066791,13847031201.93,8.58,6.65,8.31,10.61
2026-05-08,000988,130.54,136.44,136.65,129.03,1057049,14026678242.65,5.72,2.39,3.19,10.52
2026-05-11,000988,139.73,147.31,148.53,139.68,1053847,15301697343.61,6.49,7.97,10.87,10.49
2026-05-12,000988,146.73,143.91,150.25,143.75,990431,14464324794.69,4.41,-2.31,-3.4,9.86
2026-05-13,000988,139.75,141.85,143.37,136.55,976177,13639583875.0,4.74,-1.43,-2.06,9.71
2026-05-14,000988,143.63,137.15,145.95,137.1,905534,12872865366.45,6.24,-3.31,-4.7,9.01
2026-05-15,000988,137.85,133.73,142.73,130.01,886672,12078422226.61,9.27,-2.49,-3.42,8.82
2026-05-18,000988,137.28,147.13,147.13,136.78,676805,9779315769.9,7.74,10.02,13.4,6.73
2026-05-19,000988,150.81,158.15,159.44,147.03,1422733,21806295984.49,8.43,7.49,11.02,14.16
2026-05-20,000988,158.16,163.17,170.63,158.16,1306426,21573382998.7,7.88,3.17,5.02,13.0
2026-05-21,000988,163.76,153.71,165.55,152.74,1211819,19322031697.99,7.85,-5.8,-9.46,12.06
2026-05-22,000988,155.3,156.06,158.89,153.35,908112,14169395950.46,3.6,1.53,2.35,9.04
2026-05-25,000988,156.75,171.69,171.69,155.25,1090618,17898491776.02,10.53,10.02,15.63,10.85
2026-05-26,000988,171.69,170.07,175.55,165.71,1116062,19018159064.58,5.73,-0.94,-1.62,11.11
2026-05-27,000988,166.7,159.63,170.74,158.75,1070289,17594636620.05,7.05,-6.14,-10.44,10.65
2026-05-28,000988,157.76,165.38,166.85,155.46,815956,13287162036.49,7.14,3.6,5.75,8.12
2026-05-29,000988,166.09,151.67,166.09,150.03,1057532,16580104667.97,9.71,-8.29,-13.71,10.52
2026-06-01,000988,154.65,142.82,154.67,142.33,850159,12563483269.56,8.14,-5.84,-8.85,8.46
2026-06-02,000988,144.55,149.0,151.11,140.97,775330,11402516966.77,7.1,4.33,6.18,7.71
2026-06-03,000988,153.73,154.14,160.43,150.45,1014860,15917615250.09,6.7,3.45,5.14,10.1
2026-06-04,000988,149.76,158.11,160.84,149.76,764054,11919691501.9,7.19,2.58,3.97,7.6
2026-06-05,000988,156.05,156.95,165.62,155.61,921741,14874960216.61,6.33,-0.73,-1.16,9.17
2026-06-08,000988,145.75,148.6,154.53,145.75,687510,10296122700.64,5.59,-5.32,-8.35,6.84
2026-06-09,000988,152.37,155.28,155.54,148.77,649279,9936018965.2,4.56,4.5,6.68,6.46
2026-06-10,000988,152.55,148.75,152.88,146.76,524023,7870619671.03,3.94,-4.21,-6.53,5.21
2026-06-11,000988,147.76,150.25,152.25,146.88,491338,7371418282.1,3.61,1.01,1.5,4.89
2026-06-12,000988,155.01,151.01,155.58,151.01,627813,9597729330.53,3.04,0.51,0.76,6.25
2026-06-15,000988,152.98,160.98,160.99,147.01,769126,12015771017.92,9.26,6.6,9.97,7.65
2026-06-16,000988,161.0,164.0,166.66,159.08,776303,12580328073.42,4.71,1.88,3.02,7.72
2026-06-17,000988,161.65,170.51,172.8,161.0,771903,12974799618.82,7.2,3.97,6.51,7.68
2026-06-18,000988,169.11,177.55,181.57,168.72,780774,13779668934.99,7.54,4.13,7.04,7.77
2026-06-22,000988,180.91,174.67,181.05,169.46,905966,15897953728.94,6.53,-1.62,-2.88,9.01
2026-06-23,000988,172.79,163.66,172.79,162.51,766124,12737958748.84,5.89,-6.3,-11.01,7.62
2026-06-24,000988,162.0,167.89,168.0,161.3,548837,9095336036.1,4.09,2.58,4.23,5.46
2026-06-25,000988,168.78,173.58,174.34,165.4,608961,10442079151.64,5.32,3.39,5.69,6.06
2026-06-26,000988,171.0,160.94,171.87,160.0,667932,11014260997.05,6.84,-7.28,-12.64,6.65
2026-06-29,000988,172.0,177.03,177.03,169.26,1141374,19961381255.53,4.83,10.0,16.09,11.36
2026-06-30,000988,179.0,184.61,187.66,173.03,1090497,19722408183.46,8.26,4.28,7.58,10.85
2026-07-01,000988,184.0,173.55,187.66,171.8,905333,16190807303.17,8.59,-5.99,-11.06,9.01
2026-07-02,000988,164.84,156.2,164.84,156.2,809448,12989369286.05,4.98,-10.0,-17.35,8.05
2026-07-03,000988,151.69,153.95,159.86,149.9,577387,8970631282.43,6.38,-1.44,-2.25,5.75
2026-07-06,000988,156.09,149.7,156.78,145.5,486560,7319944325.35,7.33,-2.76,-4.25,4.84
2026-07-07,000988,149.09,153.59,155.6,148.01,487453,7401491989.13,5.07,2.6,3.89,4.85
2026-07-08,000988,153.0,147.5,154.87,145.5,440562,6587710759.51,6.1,-3.97,-6.09,4.38
2026-07-09,000988,150.0,149.5,151.0,147.0,234261,3492247932.35,2.71,1.36,2.0,2.33
