date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,002373,10.37,9.97,10.45,9.95,270341,274867172.16,4.84,-3.48,-0.36,1.96
2026-03-23,002373,9.82,9.35,9.88,9.23,347045,331781526.35,6.52,-6.22,-0.62,2.52
2026-03-24,002373,9.57,9.62,9.63,9.32,255166,242793269.5,3.32,2.89,0.27,1.85
2026-03-25,002373,9.65,9.72,9.78,9.64,198005,193012214.08,1.46,1.04,0.1,1.44
2026-03-26,002373,9.7,9.5,9.78,9.43,197639,189770928.0,3.6,-2.26,-0.22,1.43
2026-03-27,002373,9.37,9.56,9.59,9.32,153639,146636966.17,2.84,0.63,0.06,1.12
2026-03-30,002373,9.41,9.63,9.66,9.31,194058,185360016.0,3.66,0.73,0.07,1.41
2026-03-31,002373,9.6,9.54,9.76,9.51,199160,192817014.0,2.6,-0.93,-0.09,1.45
2026-04-01,002373,9.73,9.65,9.77,9.55,180092,174069499.88,2.31,1.15,0.11,1.31
2026-04-02,002373,9.61,9.46,9.64,9.41,149536,142664595.56,2.38,-1.97,-0.19,1.09
2026-04-03,002373,9.5,9.37,9.56,9.37,140129,132915677.36,2.01,-0.95,-0.09,1.02
2026-04-07,002373,9.41,9.28,9.45,9.22,150612,140763975.11,2.45,-0.96,-0.09,1.09
2026-04-08,002373,9.53,9.77,9.78,9.5,255896,247718376.18,3.02,5.28,0.49,1.86
2026-04-09,002373,9.67,9.49,9.68,9.46,185019,177229914.0,2.25,-2.87,-0.28,1.34
2026-04-10,002373,9.54,9.59,9.7,9.54,165749,160183207.68,1.69,1.05,0.1,1.2
2026-04-13,002373,9.5,9.48,9.55,9.44,163532,155704192.0,1.15,-1.15,-0.11,1.19
2026-04-14,002373,9.58,9.63,9.65,9.52,152961,147249566.18,1.37,1.58,0.15,1.11
2026-04-15,002373,9.75,9.53,9.76,9.51,151779,146362035.14,2.6,-1.04,-0.1,1.1
2026-04-16,002373,9.62,9.83,9.86,9.56,282091,275497279.19,3.15,3.15,0.3,2.05
2026-04-17,002373,9.82,9.8,9.85,9.68,189481,185488338.92,1.73,-0.31,-0.03,1.38
2026-04-20,002373,9.78,9.92,9.95,9.78,283017,280942884.51,1.73,1.22,0.12,2.05
2026-04-21,002373,9.91,9.77,9.95,9.7,266228,260908979.94,2.52,-1.51,-0.15,1.93
2026-04-22,002373,9.76,9.92,9.96,9.66,260566,256981882.88,3.07,1.54,0.15,1.89
2026-04-23,002373,9.92,9.85,10.04,9.8,239317,237420558.91,2.42,-0.71,-0.07,1.74
2026-04-24,002373,9.75,9.74,9.83,9.58,219326,213234540.25,2.54,-1.12,-0.11,1.59
2026-04-27,002373,9.73,9.69,9.8,9.57,200427,194555223.93,2.36,-0.51,-0.05,1.45
2026-04-28,002373,9.18,8.72,9.35,8.72,680163,603725177.98,6.5,-10.01,-0.97,4.94
2026-04-29,002373,8.72,8.98,9.02,8.68,426978,381695123.14,3.9,2.98,0.26,3.1
2026-04-30,002373,8.98,8.92,9.05,8.87,210962,188896958.08,2.0,-0.67,-0.06,1.53
2026-05-06,002373,9.03,9.06,9.23,8.97,299200,273891336.06,2.91,1.57,0.14,2.17
2026-05-07,002373,9.09,9.14,9.16,8.99,224614,204354105.05,1.88,0.88,0.08,1.63
2026-05-08,002373,9.12,9.25,9.32,9.09,216608,200667524.08,2.52,1.2,0.11,1.57
2026-05-11,002373,9.29,9.19,9.33,9.17,232932,215430676.0,1.73,-0.65,-0.06,1.69
2026-05-12,002373,9.18,8.88,9.2,8.87,291751,263210743.0,3.59,-3.37,-0.31,2.12
2026-05-13,002373,8.89,8.94,9.01,8.8,213942,191701004.81,2.36,0.68,0.06,1.55
2026-05-14,002373,9.01,8.58,9.04,8.58,355234,311187844.21,5.15,-4.03,-0.36,2.58
2026-05-15,002373,8.62,8.54,8.72,8.5,250136,215813502.15,2.56,-0.47,-0.04,1.82
2026-05-18,002373,8.58,8.65,8.73,8.5,200859,173536978.0,2.69,1.29,0.11,1.46
2026-05-19,002373,8.65,8.85,8.86,8.61,219070,192580702.8,2.89,2.31,0.2,1.59
2026-05-20,002373,8.81,8.63,8.82,8.59,217435,188286922.56,2.6,-2.49,-0.22,1.58
2026-05-21,002373,8.66,8.47,8.9,8.46,293669,255554172.04,5.1,-1.85,-0.16,2.13
2026-05-22,002373,8.55,8.52,8.61,8.39,215976,183746588.16,2.6,0.59,0.05,1.57
2026-05-25,002373,8.5,8.62,8.64,8.46,219740,188106624.0,2.11,1.17,0.1,1.6
2026-05-26,002373,8.61,8.56,8.69,8.41,205469,175393586.88,3.25,-0.7,-0.06,1.49
2026-05-27,002373,8.55,8.38,8.67,8.35,209959,178523328.4,3.74,-2.1,-0.18,1.52
2026-05-28,002373,8.38,8.3,8.39,8.1,236047,195005485.97,3.46,-0.95,-0.08,1.71
2026-05-29,002373,8.33,8.01,8.39,7.98,265904,215539574.46,4.94,-3.49,-0.29,1.93
2026-06-01,002373,8.01,8.17,8.28,7.99,218024,178206922.15,3.62,2.0,0.16,1.58
2026-06-02,002373,8.16,7.9,8.18,7.89,313993,250235209.68,3.55,-3.3,-0.27,2.28
2026-06-03,002373,7.89,7.78,8.0,7.73,252128,198332009.56,3.42,-1.52,-0.12,1.83
2026-06-04,002373,7.73,7.61,7.79,7.58,217765,167066648.08,2.7,-2.19,-0.17,1.58
2026-06-05,002373,7.67,7.64,7.8,7.53,222957,170704355.68,3.55,0.39,0.03,1.62
2026-06-08,002373,7.45,7.47,7.64,7.35,251892,188643712.57,3.8,-2.23,-0.17,1.83
2026-06-09,002373,7.51,7.58,7.61,7.42,190005,143238539.64,2.54,1.47,0.11,1.38
2026-06-10,002373,7.52,7.48,7.66,7.36,177718,133137615.0,3.96,-1.32,-0.1,1.29
2026-06-11,002373,7.45,7.22,7.45,7.19,206253,149956669.76,3.48,-3.48,-0.26,1.5
2026-06-12,002373,7.3,7.4,7.45,7.23,225832,166435276.24,3.05,2.49,0.18,1.64
2026-06-15,002373,7.44,7.56,7.57,7.41,174493,130909972.58,2.16,2.16,0.16,1.27
2026-06-16,002373,7.54,7.64,7.68,7.43,194444,147236844.88,3.31,1.06,0.08,1.41
2026-06-17,002373,7.6,7.62,7.71,7.48,188385,142632929.96,3.01,-0.26,-0.02,1.37
2026-06-18,002373,7.78,7.76,8.08,7.74,384097,301844984.27,4.46,1.84,0.14,2.79
2026-06-22,002373,7.82,7.76,7.87,7.44,291643,221767820.82,5.54,0.0,0.0,2.12
2026-06-23,002373,7.75,7.78,7.97,7.64,253754,198918741.7,4.25,0.26,0.02,1.84
2026-06-24,002373,7.8,7.57,7.8,7.49,232995,176598916.01,3.98,-2.7,-0.21,1.69
2026-06-25,002373,7.55,7.46,7.61,7.38,183701,137336222.26,3.04,-1.45,-0.11,1.33
2026-06-26,002373,7.42,7.18,7.42,7.17,219405,159224787.86,3.35,-3.75,-0.28,1.59
2026-06-29,002373,7.13,7.1,7.23,6.95,239477,169836622.41,3.9,-1.11,-0.08,1.74
2026-06-30,002373,7.12,7.18,7.26,7.09,157872,113698437.4,2.39,1.13,0.08,1.15
2026-07-01,002373,7.18,7.29,7.42,7.15,221678,161141462.41,3.76,1.53,0.11,1.61
2026-07-02,002373,7.28,7.16,7.34,7.13,209473,151653042.64,2.88,-1.78,-0.13,1.52
2026-07-03,002373,7.16,7.2,7.27,7.15,175461,126691794.87,1.68,0.56,0.04,1.27
2026-07-06,002373,7.2,7.09,7.23,7.06,163184,116239958.13,2.36,-1.53,-0.11,1.18
2026-07-07,002373,7.07,6.92,7.11,6.91,149498,104548528.61,2.82,-2.4,-0.17,1.09
2026-07-08,002373,6.94,7.1,7.12,6.88,200111,140527781.48,3.47,2.6,0.18,1.45
2026-07-09,002373,7.04,7.03,7.11,6.9,196070,137324850.7,2.96,-0.99,-0.07,1.42
2026-07-10,002373,7.03,7.25,7.42,6.99,301925,219695209.18,6.12,3.13,0.22,2.19
2026-07-13,002373,7.25,7.03,7.29,6.97,271297,191795544.31,4.41,-3.03,-0.22,1.97
2026-07-14,002373,7.0,7.03,7.08,6.89,191378,133383041.0,2.7,0.0,0.0,1.39
2026-07-15,002373,6.97,7.23,7.28,6.92,239995,172484928.83,5.12,2.84,0.2,1.74
2026-07-16,002373,7.21,7.43,7.48,7.19,152723,112143838.48,4.01,2.77,0.2,1.11
