date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-13,300394,230.34,231.64,237.59,229.59,224433,7335764289.0,3.36,-2.71,-6.46,2.89
2026-03-16,300394,231.69,221.76,232.79,214.75,352004,10867879814.0,7.79,-4.27,-9.88,4.54
2026-03-17,300394,205.21,199.5,206.18,197.48,532355,15067247324.0,3.92,-10.04,-22.26,6.86
2026-03-18,300394,209.49,216.14,217.24,208.79,460771,13768828779.0,4.24,8.34,16.64,5.94
2026-03-19,300394,217.76,219.49,225.64,214.5,321089,9918125588.0,5.15,1.55,3.35,4.14
2026-03-20,300394,238.79,222.36,239.95,222.36,400797,12865931753.0,8.01,1.31,2.87,5.17
2026-03-23,300394,213.83,212.71,220.21,210.66,274295,8272528784.0,4.29,-4.34,-9.65,3.54
2026-03-24,300394,212.71,212.86,220.13,207.0,308548,9187521646.0,6.17,0.07,0.15,3.98
2026-03-25,300394,223.07,226.71,236.29,222.49,383149,12238824633.0,6.48,6.51,13.85,4.94
2026-03-26,300394,226.76,231.64,241.64,225.78,401077,13268658181.0,7.0,2.17,4.93,5.17
2026-03-27,300394,221.64,226.36,232.25,215.39,288743,9091954232.0,7.28,-2.28,-5.28,3.72
2026-03-30,300394,223.9,225.79,229.5,219.5,231079,7287911306.0,4.42,-0.25,-0.57,2.98
2026-03-31,300394,219.93,214.93,225.21,212.51,270576,8240526192.0,5.62,-4.81,-10.86,3.49
2026-04-01,300394,225.69,237.59,238.7,222.99,421999,13679978951.0,7.31,10.54,22.66,5.44
2026-04-02,300394,234.58,230.07,239.54,228.07,281924,9179362975.0,4.83,-3.17,-7.52,3.63
2026-04-03,300394,240.7,237.97,245.5,237.79,319238,10807630420.0,3.35,3.43,7.9,4.11
2026-04-07,300394,238.09,226.19,240.09,224.39,329008,10604997153.0,6.6,-4.95,-11.78,4.24
2026-04-08,300394,235.21,240.21,241.88,228.07,464132,15397783103.0,6.11,6.2,14.02,5.98
2026-04-09,300394,240.23,247.29,256.44,236.02,484902,16728771469.0,8.5,2.95,7.08,6.25
2026-04-10,300394,247.29,255.86,260.25,243.36,485053,17199782789.0,6.83,3.47,8.57,6.25
2026-04-13,300394,252.36,250.21,254.71,243.07,374618,13073919548.0,4.55,-2.21,-5.65,4.83
2026-04-14,300394,251.14,246.53,258.79,245.07,447787,15719189943.0,5.48,-1.47,-3.68,5.77
2026-04-15,300394,246.53,235.69,248.06,233.43,415124,13971866474.0,5.93,-4.4,-10.84,5.35
2026-04-16,300394,233.79,253.48,256.48,232.11,485741,16798538839.0,10.34,7.55,17.79,6.26
2026-04-17,300394,257.99,270.41,273.54,256.74,456069,17079362424.0,6.63,6.68,16.93,5.88
2026-04-20,300394,268.19,267.0,276.64,261.65,404531,15195412263.0,5.54,-1.26,-3.41,5.21
2026-04-21,300394,245.95,251.64,264.42,245.93,551996,19630021898.0,6.93,-5.75,-15.36,7.11
2026-04-22,300394,247.11,267.65,271.29,243.79,519330,18905961643.0,10.93,6.36,16.01,6.69
2026-04-23,300394,267.79,249.56,269.5,244.86,557550,19837910674.0,9.21,-6.76,-18.09,7.19
2026-04-24,300394,244.01,230.84,246.69,225.43,551411,18056053865.0,8.52,-7.5,-18.72,7.09
2026-04-27,300394,231.64,229.68,237.35,226.57,358152,11633657946.0,4.67,-0.5,-1.16,4.61
2026-04-28,300394,228.87,220.79,229.24,219.36,345652,10803692462.0,4.3,-3.87,-8.89,4.45
2026-04-29,300394,217.36,221.71,226.29,217.36,254082,7938064475.0,4.04,0.42,0.92,3.27
2026-04-30,300394,222.98,219.14,224.43,217.36,235989,7267276034.0,3.19,-1.16,-2.57,3.03
2026-05-06,300394,222.96,225.33,239.91,221.64,540668,17549577559.0,8.34,2.82,6.19,6.95
2026-05-07,300394,229.5,233.89,235.93,217.36,581696,18582430318.0,8.24,3.8,8.56,7.48
2026-05-08,300394,228.89,232.57,238.88,228.07,356609,11690928153.0,4.62,-0.56,-1.32,4.59
2026-05-11,300394,237.59,236.59,238.79,226.71,464232,15270518541.0,5.19,1.73,4.02,5.97
2026-05-12,300394,242.36,244.11,249.0,239.72,505921,17372963274.0,3.92,3.18,7.52,6.51
2026-05-13,300394,244.11,269.64,273.64,244.0,726252,26396649403.0,12.14,10.46,25.53,9.34
2026-05-14,300394,281.3,279.5,289.9,273.07,679866,26939930630.0,6.24,3.66,9.86,8.74
2026-05-15,300394,285.93,285.21,295.27,272.29,676096,26926522821.0,8.22,2.04,5.71,8.69
2026-05-18,300394,277.35,274.46,281.07,263.79,543490,20863411791.0,6.06,-3.77,-10.75,6.99
2026-05-19,300394,268.13,258.79,268.79,247.45,546191,19608345147.0,7.78,-5.71,-15.67,7.02
2026-05-20,300394,256.84,255.92,263.07,250.21,416244,14909383120.0,4.97,-1.11,-2.87,5.35
2026-05-21,300394,256.79,240.36,259.91,239.49,418305,14759278454.0,7.98,-6.08,-15.56,5.38
2026-05-22,300394,246.64,265.57,267.36,246.06,572916,20691160951.0,8.86,10.49,25.21,7.37
2026-05-25,300394,265.86,282.89,283.62,257.77,524322,20105294385.0,9.73,6.52,17.32,6.74
2026-05-26,300394,284.5,290.04,292.36,280.21,472980,19001726190.0,4.29,2.53,7.15,6.08
2026-05-27,300394,288.04,305.65,317.1,286.52,518277,22153139734.0,10.54,5.38,15.61,6.67
2026-05-28,300394,304.93,319.19,321.04,291.64,488237,20991962587.0,9.62,4.43,13.54,6.28
2026-05-29,300394,333.07,324.64,351.2,322.36,615055,28927133765.0,9.04,1.71,5.45,7.91
2026-06-01,300394,327.89,305.84,332.14,305.49,441243,19427735852.0,8.21,-5.79,-18.8,5.67
2026-06-02,300394,310.27,325.93,330.22,302.69,475258,21081925808.0,9.0,6.57,20.09,6.11
2026-06-03,300394,357.36,354.77,374.5,344.49,599370,30156692486.0,9.21,8.85,28.84,7.71
2026-06-04,300394,341.58,342.68,350.43,340.12,352976,17054436605.0,2.91,-3.41,-12.09,4.54
2026-06-05,300394,344.5,325.93,357.98,320.21,471206,22474176089.0,11.02,-4.89,-16.75,6.06
2026-06-08,300394,313.07,303.15,315.78,296.44,421234,18150638663.0,5.93,-6.99,-22.78,5.42
2026-06-09,300394,312.27,316.59,317.78,306.29,350773,15398699159.0,3.79,4.43,13.44,4.51
2026-06-10,300394,298.07,293.13,303.07,287.39,447797,18432385534.0,4.95,-7.41,-23.46,5.76
2026-06-11,300394,294.16,294.0,302.96,286.64,333287,13779259437.0,5.57,0.3,0.87,4.29
2026-06-12,300394,303.02,280.95,305.0,280.95,474289,13857715111.0,8.18,-4.44,-13.05,4.36
2026-06-15,300394,286.56,305.04,306.12,277.18,541728,15995582706.0,10.3,8.57,24.09,4.98
2026-06-16,300394,311.56,324.71,331.61,306.01,578379,18459969584.0,8.39,6.45,19.67,5.31
2026-06-17,300394,318.0,329.33,329.97,315.0,467027,15113944017.0,4.61,1.42,4.62,4.29
2026-06-18,300394,325.0,336.6,340.49,324.0,491851,16497038463.0,5.01,2.21,7.27,4.52
2026-06-22,300394,338.0,326.12,338.9,315.99,619272,20287301974.0,6.81,-3.11,-10.48,5.69
2026-06-23,300394,326.12,311.06,326.12,308.24,458309,14429776922.0,5.48,-4.62,-15.06,4.21
2026-06-24,300394,311.05,325.28,326.0,306.0,451432,14141642559.0,6.43,4.57,14.22,4.15
2026-06-25,300394,318.08,341.97,346.0,312.0,796690,25921063834.0,10.45,5.13,16.69,7.32
2026-06-26,300394,331.0,318.0,334.68,316.8,481933,15661790120.0,5.23,-7.01,-23.97,4.43
2026-06-29,300394,309.0,295.15,313.99,288.86,528001,15863954431.0,7.9,-7.19,-22.85,4.85
2026-06-30,300394,295.0,302.68,309.89,290.02,423892,12828514406.0,6.73,2.55,7.53,3.89
2026-07-01,300394,301.0,285.0,304.0,280.0,561856,16319002368.0,7.93,-5.84,-17.68,5.16
2026-07-02,300394,271.0,250.77,272.0,250.01,529244,13743261690.0,7.72,-12.01,-34.23,4.86
2026-07-03,300394,252.0,250.1,260.43,245.94,402819,10208258740.0,5.78,-0.27,-0.67,3.7
2026-07-06,300394,250.58,237.0,253.99,231.45,463157,11108718096.0,9.01,-5.24,-13.1,4.26
2026-07-07,300394,237.0,244.09,246.5,234.66,424116,10210084576.0,5.0,2.99,7.09,3.9
2026-07-08,300394,246.01,245.68,253.2,240.2,432555,10728540526.0,5.33,0.65,1.59,3.97
2026-07-09,300394,252.5,252.22,254.16,251.0,29736,751271434.66,1.29,2.66,6.54,0.27
