date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,002031,7.13,6.83,7.17,6.81,512886,358096893.21,5.06,-3.94,-0.28,2.68
2026-03-23,002031,6.71,6.35,6.83,6.32,656152,431130980.68,7.47,-7.03,-0.48,3.43
2026-03-24,002031,6.49,6.44,6.52,6.21,478590,303840315.71,4.88,1.42,0.09,2.5
2026-03-25,002031,6.4,6.66,6.78,6.36,631249,416008852.83,6.52,3.42,0.22,3.3
2026-03-26,002031,6.56,6.38,6.63,6.35,500530,324126708.74,4.2,-4.2,-0.28,2.62
2026-03-27,002031,6.25,6.38,6.41,6.23,331489,209975670.8,2.82,0.0,0.0,1.73
2026-03-30,002031,6.27,6.31,6.34,6.17,395171,247175679.08,2.66,-1.1,-0.07,2.07
2026-03-31,002031,6.3,6.34,6.45,6.23,477962,303014861.67,3.49,0.48,0.03,2.5
2026-04-01,002031,6.4,6.34,6.43,6.3,298601,189355305.12,2.05,0.0,0.0,1.56
2026-04-02,002031,6.31,6.16,6.31,6.15,325748,202392002.16,2.52,-2.84,-0.18,1.7
2026-04-03,002031,6.16,5.83,6.2,5.83,460300,273942489.1,6.01,-5.36,-0.33,2.41
2026-04-07,002031,5.83,5.84,5.89,5.75,285178,166449538.55,2.4,0.17,0.01,1.49
2026-04-08,002031,5.95,6.21,6.28,5.95,693330,425190726.64,5.65,6.34,0.37,3.62
2026-04-09,002031,6.15,6.09,6.16,6.06,378746,231045568.82,1.61,-1.93,-0.12,1.98
2026-04-10,002031,6.19,6.17,6.28,6.14,404296,250952161.0,2.3,1.31,0.08,2.11
2026-04-13,002031,6.1,6.19,6.2,6.08,251768,155152233.72,1.94,0.32,0.02,1.32
2026-04-14,002031,6.24,6.21,6.24,6.14,306345,189499452.64,1.62,0.32,0.02,1.6
2026-04-15,002031,6.24,6.11,6.24,6.08,325102,200080888.53,2.58,-1.61,-0.1,1.7
2026-04-16,002031,6.15,6.21,6.29,6.15,459303,285860476.54,2.29,1.64,0.1,2.4
2026-04-17,002031,6.21,6.19,6.24,6.12,366375,226015830.88,1.93,-0.32,-0.02,1.91
2026-04-20,002031,6.21,6.2,6.23,6.17,292464,181236560.9,0.97,0.16,0.01,1.53
2026-04-21,002031,6.18,6.11,6.19,6.08,357928,218559900.74,1.77,-1.45,-0.09,1.87
2026-04-22,002031,6.1,6.06,6.1,6.02,320232,193888318.18,1.31,-0.82,-0.05,1.67
2026-04-23,002031,6.08,5.95,6.09,5.91,414590,247420233.28,2.97,-1.82,-0.11,2.17
2026-04-24,002031,5.94,5.8,5.94,5.79,395748,231091102.07,2.52,-2.52,-0.15,2.07
2026-04-27,002031,5.81,5.84,5.85,5.69,435419,251599421.46,2.76,0.69,0.04,2.28
2026-04-28,002031,5.78,5.64,5.79,5.59,523623,297101552.94,3.42,-3.42,-0.2,2.74
2026-04-29,002031,5.45,5.64,5.69,5.41,500667,281641889.7,4.96,0.0,0.0,2.62
2026-04-30,002031,5.62,5.71,5.82,5.61,602864,345656198.65,3.72,1.24,0.07,3.15
2026-05-06,002031,5.75,5.84,5.88,5.73,521685,304244867.32,2.63,2.28,0.13,2.73
2026-05-07,002031,5.84,6.42,6.42,5.82,783322,494777899.6,10.27,9.93,0.58,4.09
2026-05-08,002031,6.68,7.06,7.06,6.51,2269519,1554179126.51,8.57,9.97,0.64,11.86
2026-05-11,002031,7.36,7.26,7.6,7.09,3869410,2815945423.72,7.22,2.83,0.2,20.22
2026-05-12,002031,7.2,7.2,7.44,7.12,2470378,1786666609.7,4.41,-0.83,-0.06,12.91
2026-05-13,002031,7.05,7.29,7.52,7.01,2341142,1703402874.8,7.08,1.25,0.09,12.23
2026-05-14,002031,7.22,7.64,8.02,7.18,4503352,3475396758.68,11.52,4.8,0.35,23.53
2026-05-15,002031,7.33,8.4,8.4,7.25,4841885,3874956187.72,15.05,9.95,0.76,25.3
2026-05-18,002031,8.32,8.18,8.8,8.05,6600216,5532282730.39,8.93,-2.62,-0.22,34.49
2026-05-19,002031,7.93,8.38,8.53,7.86,4558239,3741348869.36,8.19,2.44,0.2,23.82
2026-05-20,002031,8.1,7.54,8.11,7.54,3666558,2818382942.13,6.8,-10.02,-0.84,19.16
2026-05-21,002031,7.26,7.26,7.7,7.03,4021690,2945700777.39,8.89,-3.71,-0.28,21.02
2026-05-22,002031,7.24,7.4,7.69,7.01,2905326,2149545684.92,9.37,1.93,0.14,15.18
2026-05-25,002031,7.5,7.21,7.5,7.17,2213712,1619542959.75,4.46,-2.57,-0.19,11.57
2026-05-26,002031,7.28,7.32,7.66,7.0,3242498,2387279807.33,9.15,1.53,0.11,16.94
2026-05-27,002031,7.11,6.59,7.31,6.59,2863069,1947817859.48,9.84,-9.97,-0.73,14.96
2026-05-28,002031,6.57,6.57,6.87,6.35,1882061,1235592692.97,7.89,-0.3,-0.02,9.84
