date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,300493,17.18,16.38,17.27,16.37,141662,237483818.0,5.27,-4.1,-0.7,2.8
2026-03-23,300493,15.48,14.98,15.84,14.85,229176,352629997.0,6.04,-8.55,-1.4,4.52
2026-03-24,300493,15.26,15.42,15.43,14.94,144929,220073679.0,3.27,2.94,0.44,2.86
2026-03-25,300493,15.48,15.69,15.78,15.44,114575,179698212.0,2.2,1.75,0.27,2.26
2026-03-26,300493,15.64,15.19,15.73,15.12,109022,167857952.0,3.89,-3.19,-0.5,2.15
2026-03-27,300493,14.94,15.38,15.45,14.89,81473,124330436.0,3.69,1.25,0.19,1.61
2026-03-30,300493,15.11,15.3,15.32,14.88,85037,128801800.0,2.86,-0.52,-0.08,1.68
2026-03-31,300493,15.24,15.02,15.47,15.01,79282,120988457.0,3.01,-1.83,-0.28,1.56
2026-04-01,300493,15.34,15.4,15.48,15.21,85268,131036644.0,1.8,2.53,0.38,1.68
2026-04-02,300493,15.29,14.83,15.35,14.76,101262,151885730.0,3.83,-3.7,-0.57,2.0
2026-04-03,300493,14.92,14.58,14.94,14.58,68011,100178952.0,2.43,-1.69,-0.25,1.34
2026-04-07,300493,14.63,14.77,14.86,14.61,56196,83143495.0,1.71,1.3,0.19,1.11
2026-04-08,300493,15.09,15.87,15.92,15.09,158049,246230032.0,5.62,7.45,1.1,3.12
2026-04-09,300493,15.65,15.57,15.72,15.51,97513,152393658.0,1.32,-1.89,-0.3,1.92
2026-04-10,300493,15.75,15.77,16.05,15.74,101115,161046605.0,1.99,1.28,0.2,2.0
2026-04-13,300493,15.63,15.75,15.86,15.56,70510,111121412.0,1.9,-0.13,-0.02,1.39
2026-04-14,300493,15.9,16.0,16.13,15.83,94137,150675304.0,1.9,1.59,0.25,1.86
2026-04-15,300493,16.04,15.71,16.13,15.65,84698,134763383.0,3.0,-1.81,-0.29,1.67
2026-04-16,300493,15.74,15.98,16.05,15.71,97558,155798111.0,2.16,1.72,0.27,1.93
2026-04-17,300493,15.88,16.03,16.11,15.79,84107,134554581.0,2.0,0.31,0.05,1.66
2026-04-20,300493,16.07,16.21,16.34,16.04,95153,154633903.0,1.87,1.12,0.18,1.88
2026-04-21,300493,16.21,15.91,16.21,15.73,92221,146408125.0,2.96,-1.85,-0.3,1.82
2026-04-22,300493,15.86,16.11,16.15,15.78,88862,142581711.0,2.33,1.26,0.2,1.75
2026-04-23,300493,16.18,15.85,16.27,15.73,106904,170254280.0,3.35,-1.61,-0.26,2.11
2026-04-24,300493,15.84,15.71,15.93,15.48,80659,126642715.0,2.84,-0.88,-0.14,1.59
2026-04-27,300493,15.78,16.1,16.21,15.63,123831,198041982.0,3.69,2.48,0.39,2.44
2026-04-28,300493,16.18,15.76,16.27,15.63,122434,194708580.0,3.98,-2.11,-0.34,2.42
2026-04-29,300493,15.63,15.92,16.03,15.59,99798,159002297.0,2.79,1.02,0.16,1.97
2026-04-30,300493,15.89,16.17,16.21,15.85,118005,190049801.0,2.26,1.57,0.25,2.33
2026-05-06,300493,16.43,16.56,16.92,16.37,203040,339164816.0,3.4,2.41,0.39,4.01
2026-05-07,300493,16.68,16.86,16.88,16.46,165633,276839152.0,2.54,1.81,0.3,3.27
2026-05-08,300493,16.76,16.73,16.84,16.58,139760,233965460.0,1.54,-0.77,-0.13,2.76
2026-05-11,300493,16.88,17.23,17.36,16.74,251147,430694886.0,3.71,2.99,0.5,4.96
2026-05-12,300493,17.06,16.72,17.1,16.64,175752,296471145.0,2.67,-2.96,-0.51,3.47
2026-05-13,300493,16.56,16.91,16.96,16.43,163938,275125945.0,3.17,1.14,0.19,3.24
2026-05-14,300493,17.03,16.53,17.13,16.51,150582,252022475.0,3.67,-2.25,-0.38,2.97
2026-05-15,300493,16.7,16.36,16.89,16.22,157927,261828270.0,4.05,-1.03,-0.17,3.12
2026-05-18,300493,16.34,16.86,17.08,16.26,200717,337584262.0,5.01,3.06,0.5,3.96
2026-05-19,300493,16.7,17.26,17.28,16.59,230714,393810939.0,4.09,2.37,0.4,4.55
2026-05-20,300493,17.11,17.03,17.18,16.88,169169,288412040.0,1.74,-1.33,-0.23,3.34
2026-05-21,300493,17.13,16.48,17.47,16.43,257074,439444444.0,6.11,-3.23,-0.55,5.07
2026-05-22,300493,16.64,16.97,16.98,16.38,171993,287253603.0,3.64,2.97,0.49,3.39
2026-05-25,300493,16.97,17.76,17.78,16.97,348031,608641250.0,4.77,4.66,0.79,6.87
2026-05-26,300493,17.58,18.15,18.17,17.31,476811,854517593.0,4.84,2.2,0.39,9.41
2026-05-27,300493,18.0,18.52,18.6,17.8,516668,946865348.0,4.41,2.04,0.37,10.2
2026-05-28,300493,18.28,17.96,18.28,17.46,396723,711756908.0,4.43,-3.02,-0.56,7.83
2026-05-29,300493,17.83,15.64,17.83,15.52,441875,732391623.0,12.86,-12.92,-2.32,8.72
2026-06-01,300493,15.57,15.33,15.93,15.32,215253,336536779.0,3.9,-1.98,-0.31,4.25
2026-06-02,300493,15.25,15.0,15.45,14.86,188057,284628636.0,3.85,-2.15,-0.33,3.71
2026-06-03,300493,15.0,14.72,15.33,14.61,200960,301462000.0,4.8,-1.87,-0.28,3.97
2026-06-04,300493,14.53,14.93,15.02,14.35,176165,259614096.0,4.55,1.43,0.21,3.48
2026-06-05,300493,14.78,15.1,15.47,13.78,284028,413269766.0,11.32,1.14,0.17,5.61
2026-06-08,300493,14.48,14.12,14.76,13.9,180686,259489708.0,5.7,-6.49,-0.98,3.57
2026-06-09,300493,14.24,14.17,14.3,13.9,131392,185598467.0,2.83,0.35,0.05,2.59
2026-06-10,300493,13.98,13.55,14.16,13.39,149897,205488056.0,5.43,-4.38,-0.62,2.96
2026-06-11,300493,13.5,13.32,13.69,13.2,122048,162883322.0,3.62,-1.7,-0.23,2.41
2026-06-12,300493,13.63,13.28,14.03,13.23,132066,179257848.0,6.01,-0.3,-0.04,2.61
