date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,301029,24.9,23.99,25.03,23.99,80482,201079512.0,4.22,-2.76,-0.68,1.74
2026-03-23,301029,23.55,22.62,23.7,22.35,117658,277629427.0,5.63,-5.71,-1.37,2.55
2026-03-24,301029,23.24,22.98,23.32,22.02,111353,257387923.0,5.75,1.59,0.36,2.41
2026-03-25,301029,23.2,23.16,23.52,22.99,81218,192575231.0,2.31,0.78,0.18,1.76
2026-03-26,301029,23.09,22.48,23.22,22.37,78016,181352535.0,3.67,-2.94,-0.68,1.69
2026-03-27,301029,22.21,22.57,22.72,22.12,78799,181459507.0,2.67,0.4,0.09,1.71
2026-03-30,301029,22.21,22.32,22.38,21.85,59587,134893829.0,2.35,-1.11,-0.25,1.29
2026-03-31,301029,22.38,22.33,22.82,22.2,66132,152151324.0,2.78,0.04,0.01,1.43
2026-04-01,301029,22.9,22.87,23.0,22.5,71420,166096326.0,2.24,2.42,0.54,1.55
2026-04-02,301029,22.79,23.11,23.34,22.58,96654,227187569.0,3.32,1.05,0.24,2.09
2026-04-03,301029,23.1,23.13,23.73,23.06,84334,200887430.0,2.9,0.09,0.02,1.83
2026-04-07,301029,23.13,23.48,23.54,22.98,69240,164578008.0,2.42,1.51,0.35,1.5
2026-04-08,301029,23.98,24.43,24.49,23.84,100705,248486163.0,2.77,4.05,0.95,2.18
2026-04-09,301029,24.18,24.13,24.35,23.89,69800,171895983.0,1.88,-1.23,-0.3,1.51
2026-04-10,301029,24.44,24.96,25.53,24.41,114276,292551256.0,4.64,3.44,0.83,2.47
2026-04-13,301029,24.78,25.62,26.0,24.78,106331,275995665.0,4.89,2.64,0.66,2.3
2026-04-14,301029,25.76,25.82,26.18,25.5,80751,212193598.0,2.65,0.78,0.2,1.75
2026-04-15,301029,25.93,26.09,26.6,25.66,93035,248726672.0,3.64,1.05,0.27,2.01
2026-04-16,301029,26.16,26.77,27.05,26.08,110741,300989387.0,3.72,2.61,0.68,2.4
2026-04-17,301029,26.75,27.35,27.56,26.53,100479,277569927.0,3.85,2.17,0.58,2.18
2026-04-20,301029,27.35,27.86,28.48,27.16,120608,342628726.0,4.83,1.86,0.51,2.61
2026-04-21,301029,27.75,27.59,27.95,27.39,85965,241159241.0,2.01,-0.97,-0.27,1.86
2026-04-22,301029,27.46,27.57,27.75,27.27,73566,206351123.0,1.74,-0.07,-0.02,1.59
2026-04-23,301029,27.57,26.96,27.66,26.86,95305,263291427.0,2.9,-2.21,-0.61,2.06
2026-04-24,301029,26.88,26.02,26.95,25.81,183298,487545140.0,4.23,-3.49,-0.94,3.97
2026-04-27,301029,26.29,27.4,27.72,26.12,146987,408278546.0,6.15,5.3,1.38,3.18
2026-04-28,301029,27.06,26.41,27.47,26.21,117744,317974292.0,4.6,-3.61,-0.99,2.55
2026-04-29,301029,26.47,28.08,28.37,26.25,163588,455552971.0,8.03,6.32,1.67,3.54
2026-04-30,301029,27.8,27.84,28.09,27.6,108687,307228039.0,1.75,-0.85,-0.24,2.35
2026-05-06,301029,28.0,27.72,28.47,27.52,138367,393193748.0,3.41,-0.43,-0.12,3.0
2026-05-07,301029,27.71,29.35,30.15,27.54,243866,722881875.0,9.42,5.88,1.63,5.28
2026-05-08,301029,29.37,29.33,29.9,29.14,149101,447137469.0,2.59,-0.07,-0.02,3.23
2026-05-11,301029,29.33,29.5,29.9,28.9,133066,398311923.0,3.41,0.58,0.17,2.88
2026-05-12,301029,29.66,28.79,29.7,28.65,106761,314696982.0,3.56,-2.41,-0.71,2.31
2026-05-13,301029,28.74,28.76,28.88,28.35,88023,256789390.0,1.84,-0.1,-0.03,1.91
2026-05-14,301029,29.0,27.99,29.07,27.93,108789,314588527.0,3.96,-2.68,-0.77,2.36
2026-05-15,301029,28.15,29.97,30.96,28.05,286700,867659843.0,10.4,7.07,1.98,6.21
2026-05-18,301029,30.09,30.21,30.76,29.77,201257,618866249.0,3.3,0.8,0.24,4.36
2026-05-19,301029,30.08,30.2,30.39,29.36,165647,504202060.0,3.41,-0.03,-0.01,3.59
2026-05-20,301029,30.05,29.68,30.13,29.12,124691,375213051.0,3.34,-1.72,-0.52,2.7
2026-05-21,301029,29.93,29.36,30.91,29.3,207938,636310418.0,5.42,-1.08,-0.32,4.5
2026-05-22,301029,29.56,30.68,31.07,29.05,236634,733485925.0,6.88,4.5,1.32,5.12
2026-05-25,301029,30.83,30.33,30.85,29.9,177591,544843510.0,3.1,-1.14,-0.35,3.84
2026-05-26,301029,30.26,29.57,30.43,28.94,170592,511809742.0,4.91,-2.51,-0.76,3.69
2026-05-27,301029,29.57,28.71,29.92,28.53,143186,424410278.0,4.7,-2.91,-0.86,3.1
2026-05-28,301029,28.7,29.1,29.32,28.16,127394,372800309.0,4.04,1.36,0.39,2.76
2026-05-29,301029,29.56,28.57,30.6,28.12,190194,552797349.0,8.52,-1.82,-0.53,4.12
2026-06-01,301029,28.22,27.42,28.5,27.35,158588,441451017.0,4.03,-4.03,-1.15,3.43
2026-06-02,301029,27.68,28.06,28.48,27.49,151562,423445485.0,3.61,2.33,0.64,3.28
2026-06-03,301029,28.15,29.0,30.49,27.91,259866,762454425.0,9.19,3.35,0.94,5.63
2026-06-04,301029,28.7,28.62,29.68,28.28,150430,434995879.0,4.83,-1.31,-0.38,3.26
2026-06-05,301029,28.55,29.0,29.71,26.4,277332,777083303.0,11.57,1.33,0.38,6.0
2026-06-08,301029,28.15,29.39,30.45,28.05,304271,896567820.0,8.28,1.34,0.39,6.59
2026-06-09,301029,29.6,30.03,30.12,29.1,239802,709556219.0,3.47,2.18,0.64,5.19
2026-06-10,301029,29.71,30.21,31.47,29.59,278874,847988424.0,6.26,0.6,0.18,6.04
2026-06-11,301029,30.05,29.85,30.43,29.05,199788,595065019.0,4.57,-1.19,-0.36,4.33
2026-06-12,301029,30.21,28.9,31.29,28.9,289491,865892723.0,8.01,-3.18,-0.95,6.27
2026-06-15,301029,29.17,32.19,32.54,29.07,454438,1424631301.0,12.01,11.38,3.29,9.84
2026-06-16,301029,32.4,32.09,32.5,31.71,274597,880870056.0,2.45,-0.31,-0.1,5.95
2026-06-17,301029,32.27,32.43,33.06,31.8,268477,869699602.0,3.93,1.06,0.34,5.81
2026-06-18,301029,32.47,32.81,33.18,31.75,263269,851854929.0,4.41,1.17,0.38,5.7
2026-06-22,301029,33.25,30.73,33.99,29.72,436278,1355481509.0,13.01,-6.34,-2.08,9.45
2026-06-23,301029,30.6,29.94,30.68,28.5,268100,796624543.0,7.09,-2.57,-0.79,5.8
2026-06-24,301029,29.66,29.25,29.9,28.69,184229,538784694.0,4.04,-2.3,-0.69,3.99
2026-06-25,301029,29.18,28.07,29.3,27.11,304328,848096878.0,7.49,-4.03,-1.18,6.59
2026-06-26,301029,27.77,26.33,28.09,26.3,172291,465723300.0,6.38,-6.2,-1.74,3.73
2026-06-29,301029,26.5,26.34,26.67,25.13,201552,522372877.0,5.85,0.04,0.01,4.36
2026-06-30,301029,26.21,27.01,27.2,25.93,174884,466898126.0,4.82,2.54,0.67,3.79
2026-07-01,301029,27.09,30.58,31.5,27.01,444596,1308476664.0,16.62,13.22,3.57,9.63
2026-07-02,301029,30.48,30.44,31.5,29.89,255084,784501992.0,5.26,-0.46,-0.14,5.52
2026-07-03,301029,30.6,31.53,32.09,30.26,277314,870829098.0,6.01,3.58,1.09,6.0
