date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,300098,5.66,5.4,5.71,5.39,468839,259432656.0,5.66,-4.42,-0.25,3.04
2026-03-23,300098,5.31,5.04,5.32,4.99,527344,272068777.0,6.11,-6.67,-0.36,3.42
2026-03-24,300098,5.15,5.2,5.2,5.03,390844,199860061.0,3.37,3.17,0.16,2.54
2026-03-25,300098,5.23,5.26,5.31,5.21,370062,195037538.0,1.92,1.15,0.06,2.4
2026-03-26,300098,5.25,5.12,5.29,5.1,310561,160857484.0,3.61,-2.66,-0.14,2.01
2026-03-27,300098,5.05,5.22,5.28,5.03,386517,200255127.0,4.88,1.95,0.1,2.51
2026-03-30,300098,5.14,5.23,5.25,5.1,276323,143067614.0,2.87,0.19,0.01,1.79
2026-03-31,300098,5.19,5.21,5.3,5.19,302874,158926925.0,2.1,-0.38,-0.02,1.96
2026-04-01,300098,5.3,5.29,5.34,5.23,351019,185216451.0,2.11,1.54,0.08,2.28
2026-04-02,300098,5.25,5.15,5.28,5.1,290087,150532349.0,3.4,-2.65,-0.14,1.88
2026-04-03,300098,5.18,5.15,5.2,5.11,278832,143831634.0,1.75,0.0,0.0,1.81
2026-04-07,300098,5.11,5.17,5.22,5.11,224696,116240065.0,2.14,0.39,0.02,1.46
2026-04-08,300098,5.33,5.48,5.48,5.29,607837,327589229.0,3.68,6.0,0.31,3.94
2026-04-09,300098,5.42,5.35,5.44,5.33,359920,193816199.0,2.01,-2.37,-0.13,2.33
2026-04-10,300098,5.42,5.35,5.46,5.35,307365,166161754.0,2.06,0.0,0.0,1.99
2026-04-13,300098,5.31,5.35,5.39,5.21,248468,132948507.0,3.36,0.0,0.0,1.61
2026-04-14,300098,5.4,5.38,5.44,5.33,306700,164837207.0,2.06,0.56,0.03,1.99
2026-04-15,300098,5.41,5.29,5.43,5.27,322000,172225788.0,2.97,-1.67,-0.09,2.09
2026-04-16,300098,5.35,5.45,5.47,5.35,495735,268752948.0,2.27,3.02,0.16,3.22
2026-04-17,300098,5.41,5.47,5.52,5.36,426280,231437621.0,2.94,0.37,0.02,2.76
2026-04-20,300098,5.49,5.4,5.5,5.38,450624,244606105.0,2.19,-1.28,-0.07,2.92
2026-04-21,300098,5.38,5.25,5.4,5.23,403406,212630932.0,3.15,-2.78,-0.15,2.62
2026-04-22,300098,5.23,5.32,5.33,5.2,296142,156294150.0,2.48,1.33,0.07,1.92
2026-04-23,300098,5.3,5.19,5.35,5.17,329440,172248425.0,3.38,-2.44,-0.13,2.14
2026-04-24,300098,5.17,5.17,5.21,5.11,279013,143815708.0,1.93,-0.39,-0.02,1.81
2026-04-27,300098,5.16,5.22,5.23,5.08,332185,171432626.0,2.9,0.97,0.05,2.15
2026-04-28,300098,5.19,5.08,5.2,5.04,337395,172316416.0,3.07,-2.68,-0.14,2.19
2026-04-29,300098,5.53,5.56,5.83,5.53,1497683,847009792.0,5.91,9.45,0.48,9.71
2026-04-30,300098,5.5,5.51,5.64,5.48,901673,498360677.0,2.88,-0.9,-0.05,5.85
2026-05-06,300098,5.57,5.71,5.76,5.56,868829,493488711.0,3.63,3.63,0.2,5.64
2026-05-07,300098,5.72,5.85,5.89,5.69,853839,496790391.0,3.5,2.45,0.14,5.54
2026-05-08,300098,5.82,5.86,5.91,5.78,682019,399095745.0,2.22,0.17,0.01,4.42
2026-05-11,300098,5.89,6.0,6.08,5.88,945913,566717087.0,3.41,2.39,0.14,6.14
2026-05-12,300098,5.98,6.21,6.3,5.96,1295196,801461200.0,5.67,3.5,0.21,8.4
2026-05-13,300098,6.13,6.11,6.18,6.02,894967,544408658.0,2.58,-1.61,-0.1,5.8
