date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-20,300608,12.4,11.54,12.49,11.54,157814,187104033.0,7.74,-6.03,-0.74,5.49
2026-03-23,300608,11.38,10.63,11.38,10.48,140947,153987381.0,7.8,-7.89,-0.91,4.9
2026-03-24,300608,10.78,10.9,10.93,10.28,132622,141085779.0,6.11,2.54,0.27,4.61
2026-03-25,300608,10.89,11.37,11.52,10.87,127951,145415063.0,5.96,4.31,0.47,4.45
2026-03-26,300608,11.37,10.77,11.44,10.73,96795,106217986.0,6.24,-5.28,-0.6,3.37
2026-03-27,300608,10.63,11.06,11.8,10.55,140910,157903924.0,11.61,2.69,0.29,4.9
2026-03-30,300608,10.92,11.18,11.18,10.6,99464,108790562.0,5.24,1.08,0.12,3.46
2026-03-31,300608,11.08,10.73,11.2,10.73,65803,72020829.0,4.2,-4.03,-0.45,2.29
2026-04-01,300608,11.11,11.07,11.28,10.98,88142,98114403.0,2.8,3.17,0.34,3.07
2026-04-02,300608,11.07,10.75,11.08,10.63,75948,82082271.0,4.07,-2.89,-0.32,2.64
2026-04-03,300608,11.23,12.9,12.9,11.15,405521,499598867.0,16.28,20.0,2.15,14.1
2026-04-07,300608,12.61,12.37,12.79,12.31,423913,529404018.0,3.72,-4.11,-0.53,14.74
2026-04-08,300608,12.62,12.86,13.1,12.58,361272,462292376.0,4.2,3.96,0.49,12.56
2026-04-09,300608,12.6,12.67,13.39,12.58,342314,442730588.0,6.3,-1.48,-0.19,11.9
2026-04-10,300608,12.81,12.46,12.87,12.45,230296,290787450.0,3.31,-1.66,-0.21,8.01
2026-04-13,300608,12.34,13.23,13.28,12.34,352574,460022360.0,7.54,6.18,0.77,12.26
2026-04-14,300608,13.46,13.15,14.27,13.02,327455,438699716.0,9.45,-0.6,-0.08,11.39
2026-04-15,300608,13.11,12.63,13.15,12.6,210146,267447324.0,4.18,-3.95,-0.52,7.31
2026-04-16,300608,12.65,13.35,13.61,12.6,280862,370363687.0,8.0,5.7,0.72,9.77
2026-04-17,300608,13.17,13.1,13.36,13.06,206886,272057444.0,2.25,-1.87,-0.25,7.19
2026-04-20,300608,13.13,12.93,13.13,12.83,148790,191904697.0,2.29,-1.3,-0.17,5.17
2026-04-21,300608,12.87,12.78,12.87,12.42,135349,170875706.0,3.48,-1.16,-0.15,4.71
2026-04-22,300608,12.75,13.14,13.2,12.48,201318,259957041.0,5.63,2.82,0.36,7.0
2026-04-23,300608,13.05,13.0,13.28,12.83,143951,186964452.0,3.42,-1.07,-0.14,5.01
2026-04-24,300608,13.0,12.6,13.14,12.47,154350,195014845.0,5.15,-3.08,-0.4,5.37
2026-04-27,300608,12.6,12.95,13.05,12.27,167307,213089712.0,6.19,2.78,0.35,5.82
2026-04-28,300608,12.81,13.28,13.42,12.79,206957,272569260.0,4.86,2.55,0.33,7.2
2026-04-29,300608,13.23,13.43,13.67,13.13,217455,292547237.0,4.07,1.13,0.15,7.56
2026-04-30,300608,13.49,13.44,13.58,13.26,149668,200765530.0,2.38,0.07,0.01,5.2
2026-05-06,300608,13.53,13.46,13.66,13.34,225730,304593140.0,2.38,0.15,0.02,7.85
2026-05-07,300608,13.49,13.67,13.67,13.3,215478,291044482.0,2.75,1.56,0.21,7.49
2026-05-08,300608,13.6,13.79,14.04,13.46,252525,348342752.0,4.24,0.88,0.12,8.78
2026-05-11,300608,13.81,13.48,13.9,13.4,198413,268386017.0,3.63,-2.25,-0.31,6.9
2026-05-12,300608,13.35,13.42,13.6,13.21,140636,188485419.0,2.89,-0.45,-0.06,4.89
2026-05-13,300608,13.38,14.03,14.36,13.26,298570,411478509.0,8.2,4.55,0.61,10.38
2026-05-14,300608,14.01,15.26,16.02,13.79,642850,980944061.0,15.89,8.77,1.23,21.81
2026-05-15,300608,15.22,14.5,15.55,14.34,463890,691213635.0,7.93,-4.98,-0.76,15.74
2026-05-18,300608,15.31,15.38,17.02,15.14,680272,1092311107.0,12.97,6.07,0.88,23.08
2026-05-19,300608,15.29,18.46,18.46,15.29,577614,985359010.0,20.61,20.03,3.08,19.6
2026-05-20,300608,19.02,17.06,19.56,16.89,821555,1470893975.0,14.46,-7.58,-1.4,27.63
2026-05-21,300608,16.98,15.41,17.3,15.35,663480,1077415190.0,11.43,-9.67,-1.65,22.31
2026-05-22,300608,15.62,15.89,16.2,15.27,551321,867677589.0,6.04,3.11,0.48,18.44
2026-05-25,300608,15.81,15.13,16.6,14.9,519414,809041460.0,10.7,-4.78,-0.76,17.37
2026-05-26,300608,14.65,14.15,14.77,13.88,411142,585850900.0,5.88,-6.48,-0.98,13.75
2026-05-27,300608,14.12,12.96,14.15,12.86,375218,498799958.0,9.12,-8.41,-1.19,12.55
2026-05-28,300608,12.96,12.82,13.24,12.7,291254,376683031.0,4.17,-1.08,-0.14,9.57
2026-05-29,300608,12.85,11.96,12.99,11.83,312390,383950732.0,9.05,-6.71,-0.86,10.26
2026-06-01,300608,11.93,12.4,12.52,11.77,276472,338609557.0,6.27,3.68,0.44,9.08
2026-06-02,300608,12.59,12.27,12.97,12.03,337115,419035566.0,7.58,-1.05,-0.13,11.08
2026-06-03,300608,12.02,11.95,12.23,11.79,260670,312586023.0,3.59,-2.61,-0.32,8.56
2026-06-04,300608,11.8,11.64,11.84,11.47,196659,228286880.0,3.1,-2.59,-0.31,6.46
2026-06-05,300608,11.66,11.57,11.84,11.31,192492,223193456.0,4.55,-0.6,-0.07,6.32
2026-06-08,300608,11.16,11.93,12.47,11.13,365189,436315363.0,11.58,3.11,0.36,12.0
2026-06-09,300608,12.39,11.82,12.42,11.53,269269,317459209.0,7.46,-0.92,-0.11,8.85
2026-06-10,300608,12.06,12.04,12.75,11.81,386875,473931144.0,7.95,1.86,0.22,12.71
2026-06-11,300608,11.77,11.42,11.9,11.29,279402,321485619.0,5.07,-5.15,-0.62,9.18
2026-06-12,300608,11.56,11.6,11.97,11.43,215395,252011475.0,4.73,1.58,0.18,7.08
2026-06-15,300608,11.73,11.96,12.09,11.69,200844,239465354.0,3.45,3.1,0.36,6.6
2026-06-16,300608,11.82,12.13,12.19,11.5,220472,262280132.0,5.77,1.42,0.17,7.24
2026-06-17,300608,11.99,11.92,12.06,11.71,157960,187507695.0,2.89,-1.73,-0.21,5.19
2026-06-18,300608,11.84,12.02,12.16,11.7,177982,212806514.0,3.86,0.84,0.1,5.85
2026-06-22,300608,12.01,12.45,12.55,11.91,294600,363037982.0,5.32,3.58,0.43,9.68
2026-06-23,300608,12.3,12.75,13.06,12.21,329070,419904150.0,6.83,2.41,0.3,10.81
2026-06-24,300608,12.58,12.06,12.72,11.79,282314,340458813.0,7.29,-5.41,-0.69,9.28
2026-06-25,300608,12.1,11.27,12.45,11.21,271542,315807920.0,10.28,-6.55,-0.79,8.92
2026-06-26,300608,11.22,10.71,11.22,10.7,217284,236565215.0,4.61,-4.97,-0.56,7.14
2026-06-29,300608,10.71,10.13,10.74,9.97,210401,215607521.0,7.19,-5.42,-0.58,6.91
2026-06-30,300608,10.18,10.29,10.51,9.94,191119,196340378.0,5.63,1.58,0.16,6.28
2026-07-01,300608,10.28,10.71,10.93,10.21,182785,193538810.0,7.0,4.08,0.42,6.01
2026-07-02,300608,10.6,10.34,10.94,10.32,160207,170033471.0,5.79,-3.45,-0.37,5.26
2026-07-03,300608,10.37,10.35,10.53,10.19,119125,123304524.0,3.29,0.1,0.01,3.91
2026-07-06,300608,10.29,9.8,10.39,9.73,153001,152177046.0,6.38,-5.31,-0.55,5.03
2026-07-07,300608,9.73,9.42,9.81,9.34,113082,107518147.0,4.8,-3.88,-0.38,3.72
2026-07-08,300608,9.45,9.6,9.74,9.24,133865,127376319.0,5.31,1.91,0.18,4.4
2026-07-09,300608,9.51,9.65,9.78,9.25,129312,123532327.0,5.52,0.52,0.05,4.25
2026-07-10,300608,9.56,9.87,10.22,9.46,156717,155537301.0,7.88,2.28,0.22,5.15
2026-07-13,300608,9.8,9.24,10.1,9.19,146752,139292919.0,9.22,-6.38,-0.63,4.82
2026-07-14,300608,9.28,9.19,9.34,8.82,143601,129781513.0,5.63,-0.54,-0.05,4.72
2026-07-15,300608,9.15,9.26,9.48,9.1,109272,101613411.0,4.13,0.76,0.07,3.59
2026-07-16,300608,9.17,9.52,9.58,9.11,69419,65066415.49,5.08,2.81,0.26,2.28
