date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率
2026-03-13,300252,14.49,14.18,14.67,14.17,242339,349128121.0,3.43,-2.61,-0.38,4.34
2026-03-16,300252,14.18,14.33,14.35,13.95,186483,264459735.0,2.82,1.06,0.15,3.34
2026-03-17,300252,14.4,13.82,14.77,13.79,221186,313518271.0,6.84,-3.56,-0.51,3.96
2026-03-18,300252,13.96,14.13,14.14,13.62,179576,249452450.0,3.76,2.24,0.31,3.21
2026-03-19,300252,13.81,13.64,13.91,13.53,197508,270668772.0,2.69,-3.47,-0.49,3.53
2026-03-20,300252,13.79,13.15,13.96,13.15,208342,282789039.0,5.94,-3.59,-0.49,3.73
2026-03-23,300252,12.78,12.35,13.05,12.24,220440,279118941.0,6.16,-6.08,-0.8,3.95
2026-03-24,300252,12.69,12.71,12.72,12.22,170406,213117853.0,4.05,2.91,0.36,3.05
2026-03-25,300252,12.8,13.55,13.8,12.79,343704,461109398.0,7.95,6.61,0.84,6.15
2026-03-26,300252,13.41,13.09,13.54,13.01,241634,319761364.0,3.91,-3.39,-0.46,4.32
2026-03-27,300252,12.83,13.11,13.16,12.73,179418,232547787.0,3.28,0.15,0.02,3.21
2026-03-30,300252,12.8,13.19,13.36,12.7,151667,197524487.0,5.03,0.61,0.08,2.71
2026-03-31,300252,13.09,13.09,13.44,13.04,167651,221588072.0,3.03,-0.76,-0.1,3.0
2026-04-01,300252,13.42,13.27,13.45,13.09,158857,210109523.0,2.75,1.38,0.18,2.84
2026-04-02,300252,13.14,13.08,13.39,12.97,156039,205403991.0,3.17,-1.43,-0.19,2.79
2026-04-03,300252,13.22,13.36,13.61,13.18,287450,385030539.0,3.29,2.14,0.28,5.14
2026-04-07,300252,13.29,13.55,13.78,13.28,230683,313175449.0,3.74,1.42,0.19,4.13
2026-04-08,300252,13.81,14.05,14.06,13.71,322315,449417327.0,2.58,3.69,0.5,5.77
2026-04-09,300252,13.91,14.51,14.65,13.8,455508,647393106.0,6.05,3.27,0.46,8.15
2026-04-10,300252,14.42,14.19,14.42,14.08,420201,598572262.0,2.34,-2.21,-0.32,7.52
2026-04-13,300252,13.9,14.15,14.15,13.82,227185,318531567.0,2.33,-0.28,-0.04,4.07
2026-04-14,300252,14.44,14.28,14.46,14.1,260456,371001821.0,2.54,0.92,0.13,4.66
2026-04-15,300252,14.22,13.94,14.37,13.89,258029,363848327.0,3.36,-2.38,-0.34,4.62
2026-04-16,300252,13.91,14.11,14.12,13.81,180888,253551872.0,2.22,1.22,0.17,3.24
2026-04-17,300252,14.07,14.25,14.33,14.01,235560,335185167.0,2.27,0.99,0.14,4.22
2026-04-20,300252,14.6,14.99,15.22,14.5,580006,870053150.0,5.05,5.19,0.74,10.38
2026-04-21,300252,14.82,14.94,15.1,14.73,347911,517329328.0,2.47,-0.33,-0.05,6.23
2026-04-22,300252,14.91,15.48,15.56,14.85,518493,796828858.0,4.75,3.61,0.54,9.28
2026-04-23,300252,15.4,15.02,15.5,14.8,418309,630853373.0,4.52,-2.97,-0.46,7.49
2026-04-24,300252,14.94,14.59,14.95,14.46,257776,377418106.0,3.26,-2.86,-0.43,4.61
2026-04-27,300252,14.69,14.78,14.94,14.5,221812,326499117.0,3.02,1.3,0.19,3.97
2026-04-28,300252,14.94,14.8,15.3,14.76,383252,576710505.0,3.65,0.14,0.02,6.86
2026-04-29,300252,14.6,15.08,15.18,14.52,313606,470250417.0,4.46,1.89,0.28,5.61
2026-04-30,300252,15.0,14.76,15.02,14.67,256822,380169448.0,2.32,-2.12,-0.32,4.6
2026-05-06,300252,14.92,15.28,15.35,14.91,383157,582247487.0,2.98,3.52,0.52,6.86
2026-05-07,300252,15.54,15.77,15.88,15.33,494697,774685213.0,3.6,3.21,0.49,8.85
2026-05-08,300252,15.53,16.02,16.09,15.41,504366,799854354.0,4.31,1.59,0.25,9.03
2026-05-11,300252,16.15,16.5,16.69,16.1,577036,947530875.0,3.68,3.0,0.48,10.33
2026-05-12,300252,16.5,17.26,17.89,16.46,904225,1551610556.0,8.67,4.61,0.76,16.18
2026-05-13,300252,16.68,17.05,17.22,16.62,568360,965168694.0,3.48,-1.22,-0.21,10.17
2026-05-14,300252,17.05,16.55,17.58,16.5,605044,1028112626.0,6.33,-2.93,-0.5,10.83
2026-05-15,300252,16.7,16.18,17.05,16.03,557438,914037086.0,6.16,-2.24,-0.37,9.98
2026-05-18,300252,16.17,16.3,16.6,16.11,326081,534260852.0,3.03,0.74,0.12,5.84
2026-05-19,300252,16.2,16.52,16.56,15.9,385484,626706502.0,4.05,1.35,0.22,6.9
2026-05-20,300252,16.41,16.31,16.68,16.18,290750,475471258.0,3.03,-1.27,-0.21,5.2
2026-05-21,300252,16.59,15.08,16.63,15.05,456449,722079710.0,9.69,-7.54,-1.23,8.17
2026-05-22,300252,15.23,15.94,16.04,15.18,381332,598318445.0,5.7,5.7,0.86,6.82
2026-05-25,300252,16.0,16.16,16.19,15.56,298611,476520685.0,3.95,1.38,0.22,5.34
2026-05-26,300252,16.01,15.46,16.02,15.15,309044,477850657.0,5.38,-4.33,-0.7,5.53
2026-05-27,300252,15.34,14.7,15.52,14.59,279254,418210908.0,6.02,-4.92,-0.76,5.0
2026-05-28,300252,14.68,15.31,15.41,14.59,277746,418032308.0,5.58,4.15,0.61,4.97
2026-05-29,300252,15.3,14.81,15.88,14.58,332385,502212024.0,8.49,-3.27,-0.5,5.95
2026-06-01,300252,14.86,14.13,14.86,14.08,296446,427647222.0,5.27,-4.59,-0.68,5.31
2026-06-02,300252,14.19,14.36,14.53,13.79,294807,420010925.0,5.24,1.63,0.23,5.28
2026-06-03,300252,14.7,15.43,16.98,14.7,835482,1338700797.0,15.88,7.45,1.07,14.95
2026-06-04,300252,15.34,16.63,17.38,15.34,1109842,1838349910.0,13.22,7.78,1.2,19.86
2026-06-05,300252,16.4,17.08,17.88,16.4,993242,1710558158.0,8.9,2.71,0.45,17.78
2026-06-08,300252,16.49,16.17,17.22,15.95,649410,1065755542.0,7.44,-5.33,-0.91,11.62
2026-06-09,300252,16.34,16.64,16.89,16.24,618120,1020887134.0,4.02,2.91,0.47,11.06
2026-06-10,300252,16.31,16.26,16.97,16.0,518804,853464934.0,5.83,-2.28,-0.38,9.28
2026-06-11,300252,16.13,16.82,17.1,16.07,741825,1242150041.0,6.33,3.44,0.56,13.28
2026-06-12,300252,17.09,16.57,17.35,16.49,706346,1194277379.0,5.11,-1.49,-0.25,12.64
2026-06-15,300252,16.65,17.67,17.67,16.6,754408,1305488071.0,6.46,6.64,1.1,13.5
2026-06-16,300252,17.49,18.5,18.65,17.24,977538,1755303182.0,7.98,4.7,0.83,17.49
2026-06-17,300252,18.14,18.05,18.15,17.59,778077,1392999645.0,3.03,-2.43,-0.45,13.92
2026-06-18,300252,17.73,17.89,18.11,17.55,548377,978428963.0,3.1,-0.89,-0.16,9.81
2026-06-22,300252,17.86,18.69,19.0,17.55,918039,1678799643.0,8.11,4.47,0.8,16.43
2026-06-23,300252,18.24,17.66,18.29,17.47,624238,1111718425.0,4.39,-5.51,-1.03,11.17
2026-06-24,300252,17.28,17.4,18.01,17.03,547484,952067582.0,5.55,-1.47,-0.26,9.8
2026-06-25,300252,17.6,18.62,19.28,17.23,895768,1665353822.0,11.78,7.01,1.22,16.03
2026-06-26,300252,18.73,17.56,18.88,17.45,655642,1181813705.0,7.68,-5.69,-1.06,11.73
2026-06-29,300252,17.52,16.45,17.88,15.97,667883,1117855969.0,10.88,-6.32,-1.11,11.95
2026-06-30,300252,16.63,17.25,17.49,16.44,512570,872954176.0,6.38,4.86,0.8,9.17
2026-07-01,300252,17.2,16.83,17.65,16.72,512399,877024840.0,5.39,-2.43,-0.42,9.17
2026-07-02,300252,16.38,16.21,16.98,15.88,422842,695476221.0,6.54,-3.68,-0.62,7.57
2026-07-03,300252,16.11,15.35,16.5,15.32,424180,671205363.0,7.28,-5.31,-0.86,7.59
2026-07-06,300252,15.6,14.75,15.8,14.53,384145,574787206.0,8.27,-3.91,-0.6,6.88
2026-07-07,300252,14.7,13.98,14.88,13.85,368340,525262849.0,6.98,-5.22,-0.77,6.59
