timestamp,code,price,signal,reason,operation,status,quantity,fill_price,fill_quantity,cash,total_asset,intraday_position,avg_entry_price,realized_pnl,note
2026-07-06 10:31:00,513310,5.9250,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:32:00,513310,5.9140,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:33:00,513310,5.9190,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:34:00,513310,5.8780,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:35:00,513310,5.8560,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:36:00,513310,5.8500,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:37:00,513310,5.8420,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:38:00,513310,5.8770,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:39:00,513310,5.8930,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:40:00,513310,5.8890,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:41:00,513310,5.8670,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:42:00,513310,5.8790,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:43:00,513310,5.8560,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:44:00,513310,5.8760,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:45:00,513310,5.8610,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:46:00,513310,5.8700,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:47:00,513310,5.8670,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:48:00,513310,5.8560,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:49:00,513310,5.8430,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:50:00,513310,5.8300,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:51:00,513310,5.8320,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:52:00,513310,5.8440,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:53:00,513310,5.8620,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:54:00,513310,5.8730,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:55:00,513310,5.8950,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:56:00,513310,5.8970,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:57:00,513310,5.8600,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:58:00,513310,5.8930,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 10:59:00,513310,5.9120,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:00:00,513310,5.9210,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:02:00,513310,5.9210,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:03:00,513310,5.9290,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:04:00,513310,5.9670,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:05:00,513310,5.9980,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:06:00,513310,6.0290,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:07:00,513310,5.9940,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:08:00,513310,5.9990,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:09:00,513310,5.9580,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:10:00,513310,5.9900,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:11:00,513310,6.0250,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:12:00,513310,6.0330,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:13:00,513310,6.0150,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:14:00,513310,6.0290,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:15:00,513310,6.0360,hold,分钟K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:16:00,513310,6.0240,hold,突破确认K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:17:00,513310,6.0010,hold,突破确认K不足,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:18:00,513310,6.0230,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:19:00,513310,6.0090,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:20:00,513310,6.0240,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:21:00,513310,6.0410,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:22:00,513310,6.0350,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:23:00,513310,6.0200,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:24:00,513310,6.0300,hold,未出现VWAP收复突破,hold,no_order,,,,30000.00,30000.00,,,0.00,
2026-07-06 11:25:00,513310,6.0750,buy,"强势收复VWAP并突破: price=6.075, vwap=5.957, prev_high=6.041",buy,filled,2900,6.0750,2900,12377.50,29995.00,2900,6.0767,0.00,佣金=5.00
2026-07-06 11:26:00,513310,6.0970,hold,T仓继续持有,hold,no_order,,,,12377.50,30058.80,2900,6.0767,0.00,
2026-07-06 11:27:00,513310,6.0900,hold,T仓继续持有,hold,no_order,,,,12377.50,30038.50,2900,6.0767,0.00,
2026-07-06 11:28:00,513310,6.1280,hold,T仓继续持有,hold,no_order,,,,12377.50,30148.70,2900,6.0767,0.00,
2026-07-06 11:29:00,513310,6.1480,sell,午盘前强制平日内T仓,sell,filled,2900,6.1480,2900,30201.70,30201.70,,,201.70,"本笔盈亏=201.70, 成本税费=5.00"
2026-07-06 11:30:00,513310,6.1900,hold,达到日内交易次数上限,hold,no_order,,,,30201.70,30201.70,,,201.70,
2026-07-06 13:01:00,513310,6.1890,hold,达到日内交易次数上限,hold,no_order,,,,30201.70,30201.70,,,201.70,
2026-07-06 13:02:00,513310,6.1800,hold,达到日内交易次数上限,hold,no_order,,,,30201.70,30201.70,,,201.70,
