code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
000977,浪潮信息,67.26,-3.91,6660566508.63,-462734672.0,-6.95,-242476720.0,-220257952.0,-90087296.0,552821968.0,即时,2026-07-01 17:50:39
