code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
300502,新易盛,785.73,8.38,26803645754.68,2235612416.0,8.34,1958151936.0,277460480.0,-2234899968.0,-712444.0,10日排行,2026-06-09 17:01:01
002916,深南电路,395.96,7.12,6274677133.25,891362240.0,14.21,612788656.0,278573584.0,-421361952.0,-470000304.0,10日排行,2026-06-09 17:01:01
603986,兆易创新,500.5,5.59,20592669384.0,833859328.0,4.05,1182753280.0,-348893952.0,-832999936.0,-859038.0,10日排行,2026-06-09 17:01:01
300394,天孚通信,443.92,4.42,15398699159.93,807674528.0,5.25,773821856.0,33852672.0,-806606080.0,-1068558.0,10日排行,2026-06-09 17:01:01
300476,胜宏科技,342.55,8.82,16667084786.16,781348192.0,4.69,1064862208.0,-283514016.0,-566808960.0,-214539344.0,10日排行,2026-06-09 17:01:01
002129,TCL中环,9.81,9.98,2904281288.45,558238256.0,19.22,765423328.0,-207185072.0,-323291888.0,-234946352.0,10日排行,2026-06-09 17:01:01
605358,立昂微,71.17,10.0,4548917626.0,545105376.0,11.98,674351376.0,-129246000.0,-242620464.0,-302484912.0,10日排行,2026-06-09 17:01:01
300223,北京君正,159.89,7.12,8854633550.78,503112944.0,5.68,392336512.0,110776432.0,-303571344.0,-199541584.0,10日排行,2026-06-09 17:01:01
002938,鹏鼎控股,115.6,3.21,6518909512.26,502023472.0,7.7,293597936.0,208425536.0,-61530992.0,-440492480.0,10日排行,2026-06-09 17:01:01
300604,长川科技,212.73,6.15,4507630947.24,401835920.0,8.91,91163840.0,310672080.0,-245174384.0,-156661552.0,10日排行,2026-06-09 17:01:01
301511,德福科技,136.8,11.15,5218309637.13,384006272.0,7.36,356102432.0,27903840.0,-267703568.0,-116302704.0,10日排行,2026-06-09 17:01:01
603256,XD宏和科,207.34,10.0,3143929177.0,379821296.0,12.08,280271936.0,99549360.0,-143356128.0,-236465184.0,10日排行,2026-06-09 17:01:01
002484,江海股份,91.98,10.0,5621842369.72,346119776.0,6.16,347426032.0,-1306256.0,-292288480.0,-53831264.0,10日排行,2026-06-09 17:01:01
300607,拓斯达,37.2,7.76,2739610474.57,295559088.0,10.79,117684880.0,177874208.0,35461936.0,-331021024.0,10日排行,2026-06-09 17:01:01
301377,鼎泰高科,439.3,3.45,2418263818.94,282469072.0,11.68,151843392.0,130625680.0,-282217760.0,-251322.0,10日排行,2026-06-09 17:01:01
300548,长芯博创,238.83,12.13,5588413203.08,270311504.0,4.84,299579136.0,-29267632.0,-307208960.0,36897456.0,10日排行,2026-06-09 17:01:01
300346,南大光电,62.71,9.65,6844387320.64,267362544.0,3.91,226120304.0,41242240.0,-193927888.0,-73434640.0,10日排行,2026-06-09 17:01:01
300570,太辰光,181.71,18.07,7106437294.77,254438880.0,3.58,454564944.0,-200126064.0,-343009056.0,88570176.0,10日排行,2026-06-09 17:01:01
300145,南方泵业,5.62,11.95,1593727702.23,247802400.0,15.55,149689504.0,98112896.0,-68229104.0,-179573280.0,10日排行,2026-06-09 17:01:01
