code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
603236,移远通信,49.09,0.41,218213310.0,2785069.0,1.28,-2475163.0,5260232.0,-7725679.0,4940609.0,即时,2026-06-24 11:26:31
