code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
300525,博思软件,9.19,0.88,89098364.21,988789.0,1.11,4263638.0,-3274849.0,-781502.0,-207286.0,即时,2026-06-12 10:20:46
