code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
159915,创业板,4.244,-3.44,2722467878.59,-32778513.258223597,-1.204,-11472479.64037826,-14750330.966200618,8194628.314555899,18028182.29202298,3日排行,2026-06-26 10:40:55
