code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
159995,芯片ETF华夏,31.04,-2.24,1329723222.708,-91464416.0,-6.88,-36541264.0,-54923152.0,-5632797.0,97097212.0,5日排行,2026-06-26 10:41:06
