code,name,price,pct_change,amount,main_net,main_pct,super_net,large_net,medium_net,small_net,period,updated_at
688981,中芯国际,154.48,-2.73,18327904135.0,-711151360.0,-3.88,-108016896.0,-603134464.0,280610304.0,430541040.0,即时,2026-07-01 17:49:05
